File_Name,Content_Similarity_Score
b2_Exposure.png,0.7509
b2_B_W.png,0.7752
b2_S_V.png,0.7729
b2_WB.png,0.7840
b1_transfer.jpg,0.7372
b2_H_S.png,0.7300
b2_Contrast.png,0.7709
b2_d_v.png,0.6974
b1_bw.jpg,0.7287
b2_Sharpen.png,0.6740
b1_cast_removed.jpg,0.7442
b2_Clarity.png,0.7659
b1_chroma.jpg,0.7333
b2_Base.png,0.7710
NPM.jpg,0.8002
b1_lum.jpg,0.7222
b1_denoise.jpg,0.7349
---,---
Average Score,0.7466
