File_Name,Content_Similarity_Score
b2_Exposure.png,0.2087
NPM.jpg,0.8965
b2_H_S.png,0.2104
b1_lum.jpg,0.8075
b2_S_V.png,0.2090
b1_chroma.jpg,0.8146
b2_WB.png,0.2085
b2_Sharpen.png,0.1997
b2_Contrast.png,0.2106
b1_cast_removed.jpg,0.7999
b2_Base.png,0.2104
b2_Clarity.png,0.2092
b1_transfer.jpg,0.8075
b2_d_v.png,0.2023
b2_B_W.png,0.2138
b1_bw.jpg,0.8382
b1_denoise.jpg,0.8073
---,---
Average Score,0.4620
