File_Name,Content_Similarity_Score
b2_Contrast.png,0.7864
b2_Exposure.png,0.7808
b2_Base.png,0.7817
NPM.jpg,0.8094
b1_cast_removed.jpg,0.7996
b2_H_S.png,0.7494
b1_lum.jpg,0.7459
b2_Clarity.png,0.7637
b2_S_V.png,0.7914
b2_Sharpen.png,0.7008
b2_B_W.png,0.7946
b2_d_v.png,0.7203
b2_WB.png,0.7792
b1_bw.jpg,0.7543
b1_chroma.jpg,0.7171
b1_denoise.jpg,0.7474
b1_transfer.jpg,0.7487
---,---
Average Score,0.7630
